City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor
Beirut,228.76,95.23,18.47,23248.27,2,12.82,4.09,1258.41
Beirut,93.62,37.72,7.31,9171.99,2,17.74,5.1,1254.54
Beirut,115.28,54.34,10.53,12365.2,2,14.46,3.11,1174.18
Beirut,198.14,77.8,15.09,16892.5,2,19.57,5.28,1119.2
Beirut,136.35,54.51,10.57,13102.31,2,16.13,9.09,1239.0
Beirut,135.86,53.87,10.45,11845.81,2,15.89,6.68,1133.54
Beirut,92.27,34.06,6.61,8625.56,2,2.79,0.16,1304.0
Beirut,279.89,94.17,18.29,23230.07,2,14.94,8.16,1270.25
Beirut,149.41,56.0,10.86,12020.23,2,17.33,7.55,1106.35
Beirut,167.34,58.81,11.41,14877.17,2,4.66,8.47,1304.0
Beirut,70.25,33.3,6.46,8162.91,2,15.33,7.78,1263.48
Beirut,93.98,23.99,4.65,5398.61,2,17.57,6.6,1160.04
Beirut,96.09,34.59,6.71,7668.07,2,18.29,7.56,1142.54
Beirut,161.2,71.32,13.82,16788.49,2,18.8,2.69,1214.53
Beirut,15.27,3.93,0.76,995.3,2,1.23,5.65,1304.0
Beirut,67.44,17.0,3.3,4301.32,2,6.02,5.84,1304.0
Beirut,158.34,58.49,11.35,13492.14,2,19.72,8.06,1189.08
Beirut,192.37,56.18,10.9,13482.1,2,17.77,6.24,1237.0
Beirut,187.09,95.03,18.44,23764.04,2,14.34,6.31,1289.0
Beirut,98.64,45.88,8.9,11046.96,2,13.93,4.6,1241.08
Beirut,151.49,39.83,7.73,9487.44,2,18.73,5.11,1227.73
Beirut,203.68,70.36,13.66,17818.36,2,7.4,6.58,1304.0
Beirut,298.28,134.32,26.03,31917.09,2,16.19,3.34,1226.08
Beirut,114.02,26.57,5.15,5705.42,2,14.06,3.25,1106.98
Beirut,100.53,24.09,4.67,5790.3,2,17.27,11.64,1239.0
Beirut,135.98,43.82,8.5,9403.93,2,18.92,4.51,1106.16
Beirut,162.06,59.4,11.51,14046.79,2,11.52,7.22,1220.13
Beirut,226.5,85.06,16.5,21519.19,2,4.83,7.24,1304.0
Beirut,104.13,49.58,9.63,12553.9,2,6.66,2.43,1304.0
Beirut,90.48,19.01,3.69,4083.0,2,19.68,9.44,1107.0
Beirut,115.95,18.71,3.63,4483.51,2,17.55,7.72,1235.14
Beirut,92.69,35.97,6.98,7711.58,2,15.23,13.96,1105.0
Beirut,149.04,51.32,9.96,12983.36,2,9.24,7.28,1304.0
Beirut,363.6,146.25,28.37,32079.17,2,15.01,5.29,1130.68
Beirut,109.98,37.31,7.24,8008.46,2,18.85,5.97,1106.33
Beirut,27.77,7.12,1.38,1653.9,2,15.8,8.64,1195.77
Beirut,216.89,102.45,19.89,24718.24,2,13.39,6.13,1242.46
Beirut,63.08,22.68,4.4,4925.53,2,17.45,5.38,1120.57
Beirut,213.2,123.08,23.85,26705.14,2,13.96,5.48,1119.52
Beirut,66.03,24.96,4.84,6093.35,2,17.58,4.59,1258.45
Beirut,64.21,22.96,4.45,5335.28,2,12.88,4.32,1197.86
Beirut,240.46,118.44,22.98,29961.23,2,7.02,3.93,1304.0
Beirut,124.82,69.36,13.46,15181.78,2,18.17,7.44,1128.27
Beirut,17.92,7.84,1.52,1704.54,2,12.25,5.16,1119.45
Beirut,109.01,48.51,9.41,12000.53,2,10.76,6.52,1275.2
Beirut,18.28,7.45,1.45,1602.08,2,13.06,3.06,1108.0
Beirut,111.83,50.35,9.77,12738.49,2,7.3,6.48,1304.0
Beirut,119.61,38.57,7.49,8723.67,2,18.64,7.97,1164.59
Beirut,109.59,42.52,8.25,10160.26,2,15.36,4.94,1231.68
Beirut,45.45,11.58,2.24,2797.69,2,19.92,2.9,1246.89
Beirut,159.3,52.59,10.2,11292.22,2,18.48,8.64,1106.84
Beirut,134.38,32.96,6.4,7634.33,2,17.35,5.86,1193.79
Beirut,130.67,66.24,12.85,15220.74,2,10.77,7.86,1184.49
Beirut,185.74,99.31,19.27,24047.69,2,12.66,4.12,1248.16
Beirut,91.41,32.41,6.29,7301.13,2,10.79,6.38,1161.06
Beirut,44.42,19.96,3.87,4416.59,2,18.84,4.29,1140.35
Beirut,186.06,89.81,17.44,22741.79,2,9.93,5.05,1304.0
Beirut,128.41,23.67,4.59,5827.87,2,19.33,3.65,1269.15
Beirut,89.52,11.17,2.17,2754.33,2,15.8,4.96,1271.05
Beirut,147.42,62.43,12.11,13807.84,2,11.0,6.86,1140.0
Beirut,78.53,35.1,6.81,8025.01,2,18.33,1.67,1178.39
Beirut,61.85,16.4,3.18,3514.97,2,18.6,3.94,1105.0
Beirut,160.17,86.71,16.82,21934.76,2,9.27,6.81,1304.0
Beirut,25.4,12.0,2.33,2788.35,2,19.86,6.9,1197.81
Beirut,44.35,16.83,3.26,4208.27,2,13.41,2.26,1289.0
Beirut,88.31,30.72,5.96,7772.22,2,9.9,2.61,1304.0
Beirut,96.14,13.25,2.57,3185.0,2,17.35,6.09,1239.0
Beirut,35.03,16.0,3.1,3429.98,2,16.82,3.28,1105.0
Beirut,186.2,78.94,15.31,18881.99,2,19.89,9.27,1232.93
Beirut,91.73,39.21,7.61,9918.33,2,5.62,1.7,1304.0
Beirut,90.32,34.49,6.69,7883.03,2,15.17,2.53,1178.1
Beirut,24.92,10.26,1.99,2304.17,2,17.32,0.0,1158.0
Beirut,16.33,5.35,1.04,1352.78,2,3.46,11.29,1304.0
Beirut,171.51,59.96,11.63,13247.31,2,18.72,6.38,1138.81
Beirut,141.63,44.47,8.63,10963.42,2,10.07,9.39,1270.86
Beirut,89.89,31.5,6.1,7778.38,2,15.24,5.59,1274.21
Beirut,90.38,38.76,7.52,9255.8,2,12.1,3.59,1230.76
Beirut,78.5,27.01,5.24,5790.6,2,18.34,11.98,1105.0
Beirut,218.4,102.76,19.95,24620.95,2,17.81,3.74,1233.85
Beirut,117.56,47.64,9.24,11668.47,2,17.66,5.59,1262.62
Beirut,109.43,54.02,10.48,12450.64,2,15.85,10.27,1188.04
Beirut,111.3,2.23,0.43,519.18,2,11.66,3.32,1199.85
Beirut,82.36,24.74,4.8,5514.72,2,13.44,2.74,1148.94
Beirut,156.35,39.43,7.64,9343.83,2,10.0,6.06,1222.81
Beirut,105.81,49.15,9.53,12422.0,2,6.29,4.38,1304.0
Beirut,142.82,46.05,8.93,11068.8,2,17.78,6.71,1239.0
Beirut,56.65,30.48,5.91,7604.65,2,15.32,4.17,1286.0
Beirut,47.48,4.99,0.97,1129.09,2,19.8,2.83,1166.95
Beirut,253.73,99.21,19.25,23195.76,2,17.14,9.77,1205.22
Beirut,142.77,45.99,8.93,10511.65,2,15.21,10.54,1176.87
Beirut,591.96,267.69,51.93,58692.86,2,16.32,6.26,1130.17
Beirut,515.19,260.89,50.66,60129.96,2,16.63,5.35,1186.87
Beirut,50.48,19.37,3.76,4372.57,2,18.55,1.75,1162.56
Beirut,163.38,57.82,11.22,13722.5,0,19.41,10.76,1223.35
Beirut,24.61,6.62,1.29,1592.2,2,16.45,5.57,1239.0
Beirut,197.79,103.2,20.02,24716.57,2,17.61,6.18,1234.57
Beirut,204.08,38.57,7.48,9416.98,2,18.44,2.49,1258.65
Beirut,334.77,122.43,23.73,27252.21,2,17.49,6.8,1148.58
Beirut,24.78,6.03,1.17,1334.12,2,18.58,7.19,1140.35
Beirut,37.14,17.37,3.37,3792.53,2,13.38,5.75,1125.73
Beirut,52.38,22.43,4.35,4809.17,2,16.47,5.9,1105.0
Beirut,31.59,4.67,0.91,1003.1,2,19.41,4.77,1108.0
Beirut,153.63,54.23,10.52,13717.9,2,6.46,1.83,1304.0
Beirut,22.38,8.38,1.63,2121.18,2,7.96,-0.05,1304.0
Beirut,378.23,221.71,43.01,56087.92,2,6.81,8.28,1304.0
Beirut,26.88,11.07,2.15,2646.08,2,16.55,5.63,1232.0
Beirut,110.44,56.89,11.04,12195.01,2,16.37,8.83,1105.0
Beirut,175.0,80.74,15.66,18039.95,2,12.88,9.01,1151.72
Beirut,70.16,26.55,5.15,6059.02,2,19.09,7.11,1176.53
Beirut,80.59,23.18,4.5,5238.02,2,15.82,8.44,1165.0
Beirut,155.1,49.57,9.62,11412.87,2,19.09,7.81,1186.9
Beirut,203.18,97.92,19.0,20990.67,2,16.15,6.19,1105.0
Beirut,131.2,15.47,3.0,3495.76,2,18.04,6.05,1165.0
Beirut,194.93,94.0,18.24,23779.68,2,4.43,1.88,1304.0
Beirut,107.66,34.57,6.7,7624.04,2,15.68,9.98,1137.9
Beirut,70.16,28.3,5.49,6067.34,2,18.52,8.73,1105.0
Beirut,15.32,6.37,1.24,1462.89,2,15.73,6.7,1184.38
Beirut,74.6,40.23,7.8,9323.61,2,14.82,6.54,1194.77
Beirut,120.3,66.42,12.89,14238.96,2,17.09,13.0,1105.0
Beirut,43.91,21.79,4.23,4895.1,2,18.09,9.16,1158.0
Beirut,268.09,44.2,8.57,10554.74,2,17.1,7.67,1232.08
Beirut,74.71,27.14,5.26,5817.14,2,18.28,4.5,1105.0
Beirut,102.5,31.67,6.14,7173.98,2,16.44,8.4,1167.71
Beirut,140.86,35.73,6.93,8277.12,2,11.69,8.98,1194.18
Beirut,166.41,20.53,3.98,4798.02,2,12.49,9.93,1204.89
Beirut,75.58,15.6,3.03,3900.73,2,17.95,5.15,1289.0
Beirut,24.55,4.98,0.97,1149.43,2,14.62,6.8,1188.72
Beirut,88.3,22.57,4.38,5134.87,2,11.11,5.97,1172.8
Beirut,27.26,0.0,0.0,0.0,2,19.13,9.79,
Beirut,90.34,41.69,8.09,10401.02,2,19.48,5.46,1286.0
Beirut,143.68,52.49,10.18,11947.87,2,15.01,4.35,1173.2
Beirut,280.95,128.9,25.01,27631.31,2,16.53,6.63,1105.0
Beirut,243.15,82.08,15.92,19420.21,2,16.34,8.03,1219.54
Beirut,93.25,49.77,9.66,10839.93,2,15.33,2.1,1122.65
Beirut,77.55,28.06,5.44,6242.98,2,16.02,9.46,1146.66
Beirut,43.9,16.46,3.19,3822.38,2,19.23,3.59,1197.0
Beirut,241.61,70.44,13.66,16406.95,2,16.44,9.76,1200.69
Beirut,174.09,65.03,12.62,15282.98,2,13.96,3.88,1211.4
Beirut,197.38,37.49,7.27,9002.1,2,17.25,5.38,1239.07
Beirut,170.77,80.74,15.66,17635.88,2,17.79,6.62,1125.93
Beirut,265.64,88.37,17.14,18962.09,2,19.28,9.75,1106.11
Beirut,166.73,61.8,11.99,15438.12,2,19.13,6.99,1287.59
Beirut,163.64,54.26,10.52,13431.2,2,19.94,4.0,1277.22
Beirut,616.74,207.79,40.31,48683.92,0,15.96,26.89,1207.7
Beirut,667.84,395.41,76.71,100029.83,0,4.5,8.22,1304.0
Beirut,112.34,46.81,9.08,10033.88,0,10.35,6.14,1105.0
Beirut,407.74,237.54,46.04,55271.15,0,14.23,6.77,1200.58
Beirut,19.51,3.82,0.74,955.23,0,19.44,2.1,1289.0
Beirut,50.1,18.49,3.58,4673.33,0,7.99,0.79,1304.0
Beirut,50.2,20.42,3.96,5105.52,0,17.45,2.61,1289.0
Beirut,175.81,62.08,12.04,14882.93,0,15.05,1.94,1235.67
Beirut,24.79,12.02,2.33,3039.92,0,2.81,3.5,1304.0
Beirut,25.49,4.31,0.84,1091.3,0,8.85,3.08,1304.0
Beirut,36.34,9.17,1.78,2162.83,0,18.29,1.38,1215.83
Beirut,322.95,234.35,45.46,59284.81,0,5.27,2.64,1304.0
Beirut,165.68,95.6,18.55,24184.88,2,8.34,2.23,1304.0
Beirut,690.27,432.24,83.85,109346.88,0,6.72,4.49,1304.0
Beirut,39.38,13.15,2.55,2826.03,2,14.55,1.78,1108.0
Beirut,42.72,17.67,3.43,4316.53,3,15.24,1.89,1259.06
Beirut,36.09,8.31,1.61,1903.26,3,13.67,3.12,1180.31
Beirut,413.41,264.28,51.27,66088.39,0,15.57,3.71,1289.0
Beirut,66.2,17.66,3.43,4468.25,2,9.13,6.07,1304.0
Beirut,19.5,4.72,0.92,1014.42,2,15.53,5.47,1107.0
Beirut,91.09,39.81,7.72,10070.78,2,2.66,5.04,1304.0
Beirut,181.61,74.36,14.43,18569.2,2,16.4,5.89,1287.23
Beirut,24.19,4.02,0.78,941.63,2,18.85,2.74,1206.88
Beirut,6.59,0.0,0.0,0.0,2,0.0,5.04,
Beirut,27.36,13.18,2.56,2881.98,2,12.38,5.3,1126.96
Beirut,81.81,28.03,5.44,6738.62,2,19.26,5.6,1239.14
Beirut,35.46,4.43,0.86,1056.97,2,15.98,2.36,1231.09
Beirut,321.57,121.76,23.62,29748.19,2,15.42,7.08,1259.35
Beirut,91.33,24.76,4.8,5315.85,2,19.39,9.69,1106.87
Beirut,83.85,16.83,3.27,4118.53,2,16.56,8.36,1261.4
Beirut,79.42,15.19,2.95,3345.38,2,17.34,5.58,1135.08
Beirut,136.8,45.25,8.78,9700.75,2,11.5,5.39,1105.0
Beirut,397.68,156.86,30.46,36625.82,2,19.21,6.26,1202.38
Beirut,85.71,35.32,6.85,8935.33,2,4.48,5.88,1304.0
Beirut,72.35,29.9,5.8,7394.89,2,13.4,5.2,1274.64
Beirut,60.2,22.29,4.32,5006.68,2,10.26,4.59,1158.0
Beirut,17.89,7.79,1.51,1673.71,2,17.84,6.75,1106.15
Beirut,226.21,93.34,18.11,20393.11,2,16.83,6.28,1126.2
Beirut,146.16,54.38,10.55,13335.93,2,10.95,4.32,1264.18
Beirut,12.45,2.0,0.39,451.68,2,19.66,1.55,1165.0
Beirut,325.19,188.95,36.66,47798.77,2,9.7,6.94,1304.0
Beirut,229.09,67.61,13.12,16108.25,2,18.28,8.62,1228.19
Beirut,123.5,68.62,13.3,16224.29,2,16.1,6.51,1219.98
Beirut,296.33,101.97,19.78,22223.54,2,19.12,6.92,1123.43
Beirut,166.55,88.98,17.26,22509.12,2,6.4,7.96,1304.0
Beirut,84.07,27.52,5.34,6770.37,2,16.29,1.74,1268.31
Beirut,175.5,83.07,16.12,19405.08,2,15.34,6.64,1204.1
Beirut,158.65,45.25,8.78,10480.58,2,18.62,6.76,1193.8
Beirut,33.62,15.39,2.99,3458.47,2,15.17,4.36,1158.0
Beirut,105.37,48.04,9.31,11323.93,2,15.27,5.3,1216.25
Beirut,412.15,145.9,28.31,34127.85,2,13.19,5.02,1205.7
Beirut,105.5,31.11,6.03,7369.17,2,15.01,12.0,1221.12
Beirut,205.27,70.32,13.63,16937.46,2,16.23,7.7,1242.8
Beirut,76.66,25.55,4.96,6006.54,2,16.14,5.74,1211.83
Beirut,405.16,136.0,26.38,33222.89,2,16.51,3.56,1259.2
Beirut,122.02,14.55,2.82,3426.03,2,20.08,7.93,1214.0
Beirut,136.96,65.76,12.76,16635.25,2,7.41,10.57,1304.0
Beirut,219.2,96.88,18.81,21621.51,2,18.73,8.41,1149.24
Beirut,147.85,54.18,10.51,12671.87,2,19.19,8.46,1205.5
Beirut,111.29,46.62,9.04,10509.8,2,17.46,12.81,1162.08
Beirut,98.97,6.65,1.29,1598.07,2,16.92,8.07,1239.0
Beirut,35.48,4.88,0.95,1084.37,2,17.16,10.9,1146.02
Beirut,171.86,45.49,8.82,10397.22,2,18.96,7.62,1178.18
Beirut,27.6,5.23,1.02,1211.23,2,16.46,6.78,1192.75
Beirut,109.91,28.25,5.48,6907.13,2,14.04,10.07,1260.24
Beirut,102.91,16.17,3.14,3886.83,2,12.02,4.87,1239.0
Beirut,119.41,34.86,6.76,8530.38,2,18.37,4.82,1261.32
Beirut,10.02,0.0,0.0,0.0,2,17.93,8.12,
Beirut,5.47,0.0,0.0,0.0,2,0.0,5.39,
Beirut,101.45,40.61,7.88,10273.22,2,7.67,9.68,1304.0
Beirut,208.07,90.09,17.48,22501.39,2,17.82,5.29,1287.42
Beirut,166.87,71.08,13.79,17345.89,2,14.83,6.59,1257.97
Beirut,137.15,58.45,11.34,13372.7,2,11.51,7.67,1179.37
Beirut,250.44,94.85,18.4,21436.59,2,19.62,6.78,1165.0
Beirut,109.93,33.75,6.54,7633.81,2,19.76,5.95,1167.11
Beirut,97.94,36.38,7.06,9202.8,2,9.95,0.17,1304.0
Beirut,58.06,20.73,4.02,4928.63,2,18.64,3.41,1226.96
Beirut,258.88,87.85,17.04,19384.56,2,13.1,7.57,1137.44
Beirut,41.73,16.97,3.29,4292.32,2,3.24,1.21,1304.0
Beirut,118.5,55.1,10.69,11824.0,2,19.47,6.07,1106.08
Beirut,110.96,28.56,5.54,6717.65,2,19.21,10.6,1212.26
Beirut,49.55,24.16,4.69,5192.23,2,15.56,6.29,1108.0
Beirut,110.31,12.43,2.41,2992.89,2,19.33,4.62,1241.56
Beirut,87.52,21.91,4.25,4784.22,2,17.22,9.69,1126.65
Beirut,81.5,18.18,3.53,4305.58,2,15.29,4.76,1220.55
Beirut,195.16,70.26,13.63,15088.0,2,10.77,6.74,1106.86
Beirut,81.65,35.96,6.98,7708.81,2,13.47,13.06,1105.0
Beirut,80.26,38.67,7.51,8774.59,2,19.34,4.02,1168.55
Beirut,63.84,31.37,6.08,7934.68,2,7.79,7.29,1304.0
Beirut,18.95,6.62,1.29,1675.84,2,9.53,3.39,1304.0
Beirut,79.57,29.82,5.79,7311.39,2,10.95,3.76,1263.75
Beirut,52.21,6.51,1.26,1606.8,2,10.09,5.06,1274.11
Beirut,120.97,39.95,7.75,9853.64,2,16.89,7.49,1271.3
Beirut,227.09,30.33,5.88,7290.62,2,19.55,6.47,1239.0
Beirut,41.57,9.08,1.76,1947.2,2,15.79,3.33,1105.0
Beirut,70.83,3.46,0.67,865.58,2,17.29,2.45,1289.0
Beirut,65.31,27.39,5.31,6929.86,2,8.32,3.59,1304.0
Beirut,18.65,8.22,1.59,2078.85,2,2.88,12.24,1304.0
Beirut,76.08,12.65,2.45,3159.56,2,19.41,8.39,1287.4
Beirut,64.32,27.57,5.35,5919.91,2,12.39,6.69,1106.64
Beirut,11.57,2.62,0.51,662.75,2,7.27,0.29,1304.0
Beirut,26.47,11.82,2.29,2825.09,2,16.34,6.38,1232.0
Beirut,102.04,38.36,7.44,8580.35,2,19.73,7.74,1152.87
Beirut,9.8,3.4,0.66,859.27,2,2.0,3.28,1304.0
Beirut,104.42,40.78,7.91,9308.73,2,18.51,4.91,1176.58
Beirut,57.53,22.53,4.37,5700.52,2,8.28,0.42,1304.0
Beirut,331.59,102.26,19.84,23910.13,2,18.09,1.55,1205.26
Beirut,10.05,2.81,0.54,659.15,2,18.83,8.4,1209.69
Beirut,294.18,112.03,21.73,25635.25,2,15.14,9.44,1179.56
Beirut,76.38,18.66,3.62,4663.02,2,14.1,0.23,1287.82
Beirut,169.96,67.17,13.03,16796.27,2,17.7,6.16,1289.0
Beirut,126.0,50.43,9.78,12758.71,2,6.66,7.22,1304.0
Beirut,203.72,86.06,16.7,20341.18,2,11.55,6.61,1218.4
Beirut,160.73,62.94,12.21,15429.64,2,16.89,7.47,1263.65
Beirut,18.73,6.2,1.2,1369.9,2,19.1,5.63,1138.8
Beirut,236.44,91.93,17.83,21646.85,2,19.87,6.16,1213.78
Beirut,221.01,85.14,16.5,20935.7,2,18.91,4.71,1268.85
Beirut,74.84,40.56,7.87,10260.03,2,9.14,12.35,1304.0
Beirut,40.01,20.57,3.99,4528.31,2,17.63,4.25,1134.68
Beirut,167.07,92.58,17.96,19846.23,2,18.96,2.21,1105.0
Beirut,245.83,75.38,14.62,19069.27,2,7.4,4.07,1304.0
Beirut,50.03,20.25,3.92,4505.94,2,14.93,1.4,1148.15
Beirut,182.84,53.73,10.43,13606.94,2,7.6,7.78,1304.0
Beirut,182.08,69.35,13.45,14866.67,2,16.12,4.4,1105.0
Beirut,55.35,15.57,3.02,3798.49,2,19.65,3.91,1257.2
Beirut,126.79,28.95,5.62,6215.24,2,15.23,5.09,1106.62
Beirut,204.47,106.03,20.57,22729.81,2,19.36,6.79,1105.0
Beirut,12.54,4.67,0.91,1180.14,2,8.15,4.17,1304.0
Beirut,194.4,112.53,21.83,24739.77,2,17.52,5.75,1133.25
Beirut,175.1,49.83,9.66,12592.48,2,8.68,9.21,1304.0
Beirut,14.74,0.0,0.0,0.0,2,8.74,4.22,
Beirut,174.94,65.13,12.64,16249.57,2,12.54,13.18,1286.0
Beirut,277.01,147.58,28.63,33783.54,0,11.14,3.42,1179.96
Beirut,129.37,39.13,7.58,9637.89,2,12.74,7.85,1270.75
Beirut,95.75,24.65,4.78,6045.27,2,15.97,10.9,1264.0
Beirut,133.81,67.4,13.07,16062.95,2,16.12,1.61,1228.53
Beirut,21.48,9.75,1.89,2089.75,0,15.88,2.19,1105.0
Beirut,33.03,13.19,2.56,3335.72,0,7.68,0.4,1304.0
Beirut,372.83,177.54,34.48,44958.88,2,9.2,8.34,1304.0
Beirut,108.6,18.26,3.54,4012.19,2,12.01,9.86,1132.85
Beirut,82.59,29.78,5.78,6383.81,2,18.67,5.09,1105.0
Beirut,155.69,70.41,13.66,15094.52,2,16.39,5.26,1105.0
Beirut,338.81,133.6,25.92,33798.45,2,9.57,4.69,1304.0
Beirut,16.53,0.0,0.0,0.0,2,2.53,4.12,
Beirut,183.06,73.86,14.34,17524.71,2,19.5,3.98,1221.77
Beirut,150.81,52.44,10.17,11241.07,2,19.46,8.36,1105.0
Beirut,36.96,15.17,2.94,3310.42,2,15.73,6.92,1125.19
Beirut,37.81,11.48,2.23,2740.05,2,16.12,3.88,1230.84
Beirut,200.58,78.18,15.15,18075.26,2,17.02,7.62,1192.92
Beirut,85.32,40.29,7.82,10192.64,2,5.75,2.08,1304.0
Beirut,108.8,46.19,8.96,10440.06,2,15.93,9.86,1165.0
Beirut,44.1,22.95,4.45,5805.58,2,3.77,0.33,1304.0
Beirut,24.47,10.95,2.12,2769.36,2,8.01,7.03,1304.0
Beirut,121.52,45.72,8.87,11145.06,2,16.65,4.59,1256.45
Beirut,476.29,245.35,47.6,54533.18,2,12.65,7.08,1145.72
Beirut,91.78,15.64,3.03,3445.69,2,18.65,6.16,1135.36
Beirut,48.65,14.96,2.9,3211.16,2,15.88,8.9,1106.5
Beirut,291.04,130.4,25.3,32987.45,2,7.06,10.55,1304.0
Beirut,348.24,151.83,29.46,38409.76,2,9.91,10.91,1304.0
Beirut,110.35,59.4,11.52,15027.27,2,6.63,4.79,1304.0
Beirut,179.97,52.88,10.26,12845.21,2,15.28,7.05,1252.12
Beirut,132.44,68.1,13.21,17228.72,2,3.35,5.22,1304.0
Beirut,14.78,3.74,0.73,911.79,2,13.28,2.97,1255.65
Beirut,64.54,10.15,1.97,2476.82,2,19.23,5.48,1257.35
Beirut,83.11,28.37,5.5,6341.87,2,11.39,7.89,1152.19
Beirut,238.31,72.43,14.05,18323.21,2,8.95,8.68,1304.0
Beirut,8.93,0.0,0.0,0.0,2,6.35,10.71,
Beirut,48.26,10.09,1.96,2368.27,2,16.55,9.49,1211.21
Beirut,88.75,36.41,7.06,7951.87,2,11.68,8.83,1125.7
Beirut,605.75,255.67,49.6,57330.88,2,12.55,7.8,1155.85
Beirut,263.44,96.12,18.65,23057.38,2,16.19,2.28,1236.55
Beirut,106.11,61.64,11.96,15593.01,2,9.38,7.25,1304.0
Beirut,43.51,4.48,0.87,1134.51,2,7.08,5.25,1304.0
Beirut,453.36,167.79,32.55,38279.15,2,13.6,6.14,1175.95
Beirut,800.92,526.5,102.14,133192.95,0,7.43,3.63,1304.0
Beirut,28.36,11.3,2.19,2857.73,0,4.23,3.41,1304.0
Beirut,47.18,9.08,1.76,2192.1,0,18.7,3.66,1244.59
Beirut,311.45,117.99,22.89,27309.55,2,17.94,6.0,1193.08
Beirut,50.67,8.05,1.56,1935.67,0,17.7,4.52,1239.0
Beirut,9.83,0.0,0.0,0.0,0,16.04,5.23,
Beirut,172.41,74.7,14.49,18664.71,0,12.47,4.58,1287.91
Beirut,24.08,5.25,1.02,1291.5,2,18.62,4.41,1268.15
Beirut,37.21,14.59,2.83,3304.22,2,10.21,3.46,1167.41
Beirut,105.77,63.01,12.22,15940.39,0,5.77,0.0,1304.0
Beirut,35.35,14.44,2.8,3260.68,2,12.85,0.56,1163.9
Beirut,19.76,5.43,1.05,1272.04,0,19.6,1.95,1206.88
Beirut,89.64,36.06,6.99,8930.41,2,15.82,5.32,1276.73
Beirut,59.06,21.97,4.26,5557.09,2,4.9,3.03,1304.0
Beirut,61.74,32.63,6.33,7644.89,2,11.74,2.63,1207.56
Beirut,55.61,28.18,5.47,7128.14,2,7.71,3.31,1304.0
Beirut,60.89,13.84,2.68,3403.34,2,15.8,3.15,1267.55
Beirut,72.19,28.7,5.57,6447.06,2,19.24,3.06,1158.1
Beirut,116.18,54.83,10.63,12487.41,2,13.49,3.45,1175.12
Beirut,292.76,144.38,28.01,36523.84,2,4.59,3.82,1304.0
Beirut,101.94,34.15,6.62,8629.51,2,4.55,3.76,1304.0
Beirut,154.23,42.06,8.17,10651.93,2,2.98,6.14,1304.0
Beirut,175.83,100.72,19.54,21969.29,2,12.0,2.92,1124.29
Beirut,173.12,45.52,8.83,10686.58,2,19.54,5.06,1210.14
Beirut,81.98,19.44,3.77,4860.15,2,16.32,2.89,1289.0
Beirut,160.08,46.13,8.95,10873.31,2,15.95,3.47,1214.94
Beirut,206.68,77.03,14.94,18902.04,2,16.06,7.71,1264.94
Beirut,148.91,50.03,9.72,11433.55,2,11.59,5.8,1176.87
Beirut,168.75,63.46,12.31,13617.02,2,15.7,10.65,1106.09
Beirut,55.72,20.21,3.92,5111.89,2,3.95,4.21,1304.0
Beirut,40.05,9.96,1.93,2331.18,2,16.55,4.6,1206.87
Beirut,216.22,108.78,21.1,27517.61,2,5.77,9.09,1304.0
Beirut,79.38,9.08,1.76,2096.93,2,17.3,2.51,1190.3
Beirut,143.9,51.23,9.94,12290.77,2,11.08,8.16,1236.77
Beirut,130.23,41.05,7.96,10265.66,2,19.87,10.36,1289.0
Beirut,360.16,115.49,22.4,27753.41,2,11.17,10.12,1238.74
Beirut,145.14,36.4,7.06,8520.07,2,18.89,1.94,1206.57
Beirut,75.15,26.86,5.21,6794.84,2,4.03,9.46,1304.0
Beirut,189.47,88.12,17.1,20842.49,2,15.43,4.63,1219.13
Beirut,36.52,5.73,1.11,1431.73,2,11.92,2.86,1287.5
Beirut,161.96,48.01,9.31,11037.7,2,19.86,2.78,1185.04
Beirut,45.62,18.97,3.68,4067.41,2,12.02,1.91,1105.0
Beirut,98.36,44.4,8.61,11232.27,2,5.68,9.75,1304.0
Beirut,148.39,63.03,12.23,15272.13,2,15.6,5.65,1249.03
Beirut,140.47,32.64,6.33,7961.96,2,19.09,8.27,1257.25
Beirut,255.72,89.05,17.28,21488.91,2,17.89,9.0,1243.82
Beirut,163.43,53.15,10.3,12268.03,2,15.35,6.29,1190.96
Beirut,23.61,2.16,0.42,462.84,2,16.56,4.97,1105.0
Beirut,111.72,47.81,9.27,10263.07,2,18.65,6.54,1106.57
Beirut,188.03,73.46,14.25,17572.4,2,10.31,7.47,1233.0
Beirut,14.92,0.0,0.0,0.0,2,16.58,6.36,
Beirut,115.82,14.49,2.81,3664.55,2,6.04,4.67,1304.0
Beirut,164.62,70.14,13.61,16445.62,2,16.07,5.1,1208.6
Beirut,91.6,42.97,8.34,10871.2,2,5.76,5.48,1304.0
Beirut,143.95,71.62,13.89,18118.13,2,8.21,5.79,1304.0
Beirut,183.23,72.32,14.03,17432.04,2,19.27,8.09,1242.5
Beirut,151.71,50.42,9.77,11616.69,2,14.32,10.32,1188.87
Beirut,14.67,2.73,0.53,682.65,2,12.71,2.17,1287.5
Beirut,27.52,6.36,1.23,1463.04,2,17.24,-0.34,1185.4
Beirut,11.14,0.0,0.0,0.0,2,15.07,4.58,
